"SRR9671494",4,3,0,0,219,0,0,0,31,2,0,3,148,0,0,0,0,2,0,26,0,0,0,6,0,0,0,59,0,15,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,3322,9,598,32,1187,0,0,0,172,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,19,0,0,0,0,0,0,0,25,131,0,0,0,384,0,0,0,0,0,0,0,25,0,1,74,0,0,0,0,0,0,0,0,0,0,1,39,0,4,0,0,0,8876,0,0,11,20,0,0,0,8,0,0,0,0,456,2,0,5,0,0,0,0,0,1,0,0,0,6,0,5,0,6,0,6,0,0,0,0,0,1294,78,0,37,0,54,136,0,0,153,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3588,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,96,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,0,3921,0,2,0,0,0,0,0,5,0,1,0,412,7,0,0,257,0,0,10,0,0,1616,0,1,0,0,0
"SRR9671495",6,1,22,6,696,2,1007,0,607,0,15,27,319,0,0,0,3,20,4,9,0,169,0,3,0,0,0,937,0,0,0,0,0,0,2,0,0,0,0,0,32,6,0,0,0,0,0,1792,0,9,4,1008,0,0,0,160,35,0,12,0,2,0,0,0,0,0,0,6,0,0,0,0,3,747,0,0,0,0,0,4,0,2,91,0,21,688,164,0,0,0,0,6,0,0,50,2,0,223,0,1,5,0,0,0,0,0,0,0,0,290,0,49,0,0,0,2177,0,0,8,19,0,0,0,10,0,0,0,0,114,0,0,7,0,0,0,1,0,0,0,0,1402,9,38,5,72,56,9,2,0,0,9,0,0,37,0,0,36,0,8,231,52,0,3,75,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,69,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,17,0,1,0,11,3,4,0,0,0,3,2,131,1,0,0,35,0,0,0,0,0,0,0,0,321,0,0,6,145,0,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,35,187,0,2,1,1,0,0,0,0,0,28,0,0,0,0,0,0,0,118,0,7536,0,0,0,0,0,0,0,4,0,0,0,0,115,0,0,1350,9,0,422,0,2,4353,0,0,0,0,4
"SRR9671496",55,0,0,14,1042,0,0,0,20,0,0,1496,1787,0,0,0,0,37,19,0,0,0,0,6,0,0,0,132,0,0,0,0,0,0,0,6,1,0,0,0,2486,0,0,0,0,1,0,4848,0,2423,0,7286,0,0,0,810,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,87,2,611,0,85,0,0,0,0,0,1,0,0,88,1823,0,679,0,0,0,698,0,0,3,0,0,0,0,280,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,6,0,3,56,245,19,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,5,51,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,2,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,1,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,339,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,2,150,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,146,0,0,0,1,0,0,0,0,0,6,0,0,0,0,59,0,0,0,8,0,12,0,0,137,0,234,0,0,0
"SRR9671497",0,0,20,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,711,221,0,53,3,0,0,0,3,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,44,0,0,0,0,2,0,12143,0,0,0,418,0,0,0,2,0,0,0,9,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2113,0,0,29,28,0,1,0,1,68,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,0,97,0,0,536,1,0,0,0,0,0,0,0,0,356,0,0,0,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,76,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,154,0,352,0,0,0,0,0,0,0,0,0,0,19,0,0,151,94,0,16,0,0,406,0,94,0,0,0
"SRR9671498",10,0,27,0,170,0,0,14,56,0,13,804,173,0,0,0,0,20,10,55,0,805,0,0,0,0,0,13,1,0,0,0,0,0,0,0,2,0,0,0,77,0,0,0,0,0,3,832,0,570,2,639,0,0,0,86,6,5830,26,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,181,0,110,321,0,0,0,179,0,0,0,0,0,0,0,0,0,0,144,0,6,0,0,0,0,0,1,0,0,5,172,0,33,0,0,0,1817,0,2,0,0,6,0,0,6,0,0,0,0,574,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,15,184,0,0,0,6134,0,0,141,61,0,29,0,17,250,57,7,4,26,0,0,2,0,0,2,0,0,0,0,22,0,3,0,0,0,0,2,0,4414,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,354,1328,0,0,0,277,0,0,1,0,3,0,0,0,0,0,2,0,0,180,0,1188,0,1,0,46,0,0,0,15,0,3,0,0,11,0,0,11,5,0,1,0,0,1337,0,184,0,0,0
"SRR9671499",0,4,12,1,87,0,11,0,2,3,14,0,63,0,0,0,0,21,13,37,0,917,0,96,0,0,0,324,0,2,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,0,0,240,0,3784,1,643,0,0,0,45,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,435,0,0,40,0,0,0,344,16,0,0,0,15,0,0,141,116,0,60,0,0,6,0,0,0,2,3,0,0,0,61,0,88,0,0,0,2046,0,0,8,6,6,1,0,3,0,0,0,0,225,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,3,196,0,0,0,10,0,0,96,8,0,18,0,11,94,4,0,6,0,0,0,0,10,0,0,0,0,0,1,0,0,14,0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,77,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,38,0,0,0,5,0,0,0,0,1,0,10,0,7,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,743,423,0,2,0,4634,0,0,0,0,1,0,0,0,0,0,2,0,0,109,0,1728,0,0,0,96,0,0,0,0,0,3,0,23,7,0,0,377,10,0,376,0,1,2426,0,1,0,0,8
"SRR9671500",209,0,0,39,3690,17,70,0,18,0,0,86,34,0,4,0,0,39,15,39,0,0,0,4079,0,0,0,68,0,6,0,0,0,0,0,11,0,0,0,0,73,24,0,0,0,0,2,382,0,4087,5,2686,0,0,0,28,2,68,0,0,1,2,0,0,0,0,20,0,0,69,0,0,114,462,0,0,0,0,0,74,0,1,4348,0,13,45,0,19,0,0,0,0,0,0,7,0,0,593,48,710,435,0,0,0,0,2,0,0,660,1230,0,301,33,0,0,71,0,8,163,1,0,0,0,8,0,0,0,0,323,6,0,0,0,15,0,6,0,0,0,0,1,16,0,0,2,14,227,30,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,13,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,7,0,0,0,29,0,58,0,0,0,0,0,0,0,0,0,0,0,0,231,1,0,0,0,0,0,0,0,0,0,0,8,0,0,74,12,0,0,59,0,0,0,0,65,90,0,0,0,170,0,0,0,0,102,0,0,0,0,0,6,0,0,294,0,0,0,0,0,2,2,0,0,20,0,29,0,0,5116,0,0,0,0,0,60,0,0,505,0,0,0,0,5
"SRR9671501",0,0,18,2,285,0,192,0,190,3,24,0,305,0,0,0,0,3,0,50,0,1615,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,1,1851,119,68,4,1183,0,0,0,354,46,81,351,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,0,0,0,0,0,38,0,0,134,0,0,0,826,3,0,0,0,11,0,0,0,2,0,351,0,0,11,0,0,0,0,0,0,0,0,740,0,17,0,0,0,5071,0,0,4,15,0,0,0,5,0,0,0,0,499,0,0,1,0,1,0,0,0,0,0,0,577,2,0,0,4,21,7,9,0,0,0,0,0,179,44,0,62,0,1,189,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1995,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,163,0,0,0,27,0,0,0,4,0,0,0,0,0,0,0,233,0,0,65,2,0,0,0,0,0,0,0,0,961,2,0,0,1151,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75,858,0,0,0,40,0,0,0,0,0,15,0,0,2,0,0,0,0,58,0,746,0,0,0,0,0,0,0,2,0,3,0,0,8,0,0,964,26,0,103,0,0,1063,0,3,0,0,14
"SRR9671502",0,0,84,0,53,0,11,0,79,3,8,0,252,0,0,0,0,3,1,16,0,142,0,0,0,0,0,58,0,8,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,527,29,136,0,501,0,0,0,117,20,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,390,0,0,0,0,0,85,0,25,92,0,0,0,289,4,0,0,0,0,0,0,0,1710,0,506,0,0,0,0,0,0,0,0,0,0,0,84,0,344,0,0,0,5436,0,0,7,0,0,0,0,0,0,0,0,0,491,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,33,218,25,0,0,89,0,0,83,20,0,43,0,0,88,40,0,11,1,0,0,2,0,0,0,0,0,0,0,255,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,5,0,0,28,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,53,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,831,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,858,0,28,0,18,0,0,0,5,0,83,0,0,8,0,0,290,6,0,101,0,1,2442,0,30,0,0,0
"SRR9671503",1,0,70,0,33,0,0,0,420,0,74,86,273,0,0,0,0,47,4,14,0,74,0,0,0,0,0,103,1,0,0,0,0,0,5,0,2,0,0,0,6,0,0,0,0,0,0,241,7,19,0,839,0,0,0,368,3,1,55,0,0,2,0,0,0,0,0,26,842,0,0,37,0,164,0,0,4,0,0,198,0,5,159,0,1,0,113,0,0,0,0,0,0,0,2,875,0,129,1,0,0,0,0,0,0,3,0,0,0,1323,0,4269,0,0,0,4576,0,0,22,5,0,0,0,0,0,0,0,0,256,0,0,0,0,9,0,2,0,3,0,0,604,7,0,0,0,749,252,0,0,0,42,0,0,6,6,0,88,1,80,143,1,0,0,1,0,0,11,12,0,0,0,0,0,5,0,0,0,0,0,0,0,12,1,393,0,0,0,2,0,0,0,0,0,40,0,0,0,39,0,0,49,0,0,0,3,0,0,0,2,0,0,0,0,0,5,3,23,3,0,20,0,0,0,0,0,0,58,0,0,7,0,0,24,496,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,61,2256,0,11,0,338,0,0,3,0,0,0,0,0,13,0,3,0,0,1420,0,1043,0,0,0,10,0,0,0,10,0,0,0,0,13,0,0,135,5,0,98,3,0,3449,0,48,0,0,3
"SRR9671504",4,0,0,32,321,0,0,0,176,0,295,0,12319,0,0,0,0,28,0,99,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,2,0,1092,0,3592,1,1700,0,0,0,0,17,1,0,0,2,3,6,0,0,0,0,0,0,0,0,0,3,469,0,0,0,142,0,3,0,58,2504,0,0,1162,349,1,0,0,0,5,0,0,0,1,1,3,8,98,16,0,0,0,0,0,0,0,14,1,0,19,0,0,0,276,0,0,9,0,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,5,5,1,1,0,0,1,0,0,8,0,0,23,0,0,75,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,142,0,0,0,8,0,0,0,7,0,0,0,0,0,13,0,103,0,0,41,0,0,0,0,0,0,0,2,0,9,0,0,0,444,0,0,0,0,0,0,0,2,0,0,1,1,0,0,19,0,0,0,0,1,583,0,0,9,59,0,0,0,0,6,0,0,0,0,0,0,0,0,134,0,414,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,250,6,0,182,0,0,3821,0,1,0,0,0
"SRR9671505",0,0,45,2,1034,0,0,0,290,0,120,38,48,0,0,0,0,22,3,42,0,1909,0,2344,0,0,0,372,0,0,0,0,0,0,14,0,0,0,0,0,448,2,0,0,0,1,0,1134,0,1230,0,2573,0,0,0,147,19,1679,0,0,0,5,17,0,0,0,2,0,0,0,0,0,4,17,0,0,0,0,0,3,0,0,0,0,0,0,1366,0,1,0,0,3,0,0,0,0,0,204,4,3,28,0,0,0,0,0,0,0,12,329,0,49,0,0,0,2228,0,0,24,18,0,0,0,14,0,1,8,0,1462,1,0,17,0,2,0,3,4,0,0,0,0,19,0,0,2,32,18,5,0,0,444,0,0,38,6,0,23,0,10,66,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,3,0,0,0,4,0,0,0,17,0,3,0,0,0,2,0,75,1,0,0,0,0,0,0,0,0,0,0,1,43,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,82,166,0,30,0,172,0,0,0,0,10,0,0,0,0,0,2,0,0,174,0,569,0,3,0,0,0,0,0,2,0,0,0,29,48,0,0,296,11,0,8,0,7,2431,0,13,0,0,0
"SRR9671506",156,2,0,4,845,2,0,0,78,0,0,1157,520,0,1,0,0,107,2,4,0,2,0,0,0,0,0,140,0,73,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,1345,0,6,45,4339,0,0,0,76,24,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,0,1,0,8,3,0,0,0,0,0,20,0,0,107,0,67,28,0,0,0,0,5466,0,0,262,0,0,49,0,0,0,1755,0,114,0,0,1,0,0,66,0,0,0,0,12,0,0,0,0,0,0,8,9,0,0,0,0,10,0,1,18,102,230,2,0,0,0,0,0,5245,23,0,0,0,132,49,0,0,29,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,109,0,0,0,13,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,334,5,0,0,348,0,0,0,0,0,0,0,0,2223,6,0,0,3,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,4,0,0,0,8,0,4,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,2,0,0,6,0,0,0,0,170,0,0,16,6,0,6,0,0,1671,0,0,0,0,0
"SRR9671507",132,42,25,58,166,0,0,0,847,0,0,803,74,0,3,0,0,17,14,145,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,354,16,0,0,0,0,0,2423,33,44,74,1555,0,0,0,35,13,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,10,0,0,0,12,128,0,31,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,98,5,10,44,0,0,0,17,1,0,0,158,0,0,144,47,0,0,2972,0,1,7,0,0,0,0,66,0,0,0,0,476,8,0,2,0,14,0,0,0,1,0,0,0,85,0,145,28,20,41,39,0,0,1481,0,0,263,3,0,11,0,23,235,0,0,0,45,0,0,487,59,20,0,0,0,0,0,5494,0,347,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,71,1,0,0,0,0,3,0,109,0,0,0,79,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,3,0,0,0,0,11,673,0,62,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,2328,0,107,0,0,0,0,0,0,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,3452,0,706,0,0,44
"SRR9671508",2,0,0,4,176,0,0,0,0,0,0,22,59,0,1,0,0,14,1,0,0,5932,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,318,1,0,0,0,0,0,9573,0,172,32,990,0,0,0,454,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,52,0,0,0,124,1,0,0,0,0,0,0,0,687,0,113,0,3,0,0,0,0,0,0,0,0,0,261,0,2,0,0,0,3573,0,0,5,0,0,0,0,58,0,0,0,0,171,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,47,83,7,0,0,11,0,0,3610,543,0,35,0,94,32,0,0,296,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,7,1032,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,3,0,1,0,0,36,0,0,67,0,0,0,0,0,1129,0,14,0,0,0
"SRR9671509",4,9,37,2,171,1,343,0,984,0,26,3,248,0,1,0,0,11,15,61,0,3153,0,23,0,0,0,331,0,0,0,0,0,0,4,0,0,0,0,0,77,0,0,0,0,6,0,679,108,247,16,1174,0,0,0,183,46,606,148,0,0,2,0,0,0,0,0,10,39,0,0,0,6,226,0,0,0,8,0,0,0,2,199,0,0,85,121,0,0,0,0,0,0,0,81,524,0,412,0,8,6,0,0,0,0,44,0,0,0,141,0,32,4,0,0,2573,0,1,18,26,0,0,0,0,0,0,19,0,116,5,0,1,0,4,0,0,0,2,0,0,0,0,0,3,3,28,0,5,0,0,1,0,0,18,7,0,26,0,0,294,12,0,0,58,0,4,6,0,0,0,0,0,0,0,817,0,329,0,0,0,0,23,1,20,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,200,0,0,0,9,0,0,0,9,1,6,0,0,0,2,0,35,0,0,11,0,0,0,0,0,0,15,0,0,92,0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,113,1194,0,20,0,98,0,0,2,0,0,0,0,0,0,0,3,0,0,2097,0,1050,0,2,0,0,0,0,0,8,0,0,0,0,34,0,1,621,18,0,128,0,8,2683,0,23,0,0,0
"SRR9671510",0,0,0,0,352,0,0,0,0,0,0,777,1,0,0,0,0,79,2,0,0,4,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,272,0,24129,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,15,136,0,67,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,3,38,11,0,0,1,2,0,0,2589,4,0,0,0,0,0,0,0,26,0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,372,40,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,69,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,2,0,0,255,2,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,774,0,0,0,0,0,0,2,0,0,0,0,7,0,157,0,0,0,1,0,0,0,0,0,947,0,10,0,0,0
"SRR9671511",0,0,18,5,180,0,317,222,32,52,30,50,123,0,0,0,0,6,4,9,0,405,0,19,0,0,0,431,0,25,0,0,0,0,0,0,0,0,0,0,110,2,0,0,0,0,0,942,111,186,4,771,0,0,0,50,11,719,25,0,0,4,0,0,0,0,0,0,0,182,0,0,3,940,0,0,0,0,0,3111,0,0,63,0,3,0,1341,0,0,0,0,6,0,0,136,0,0,159,0,0,1,0,0,0,0,1,0,20,39,80,0,206,3,0,0,2254,0,1,19,18,0,0,0,2,0,0,0,0,104,0,0,4,0,1,0,0,0,2,0,0,330,12,0,1,0,153,971,0,0,0,6,0,0,17,48,0,40,0,5,538,25,4,0,3,0,0,0,0,0,0,0,0,0,0,131,0,87,0,0,0,0,15,0,0,0,0,7,1,0,0,0,0,35,33,0,0,0,6,0,0,70,0,0,0,47,0,1,0,15,0,3,0,0,0,1,3,86,1,0,26,1,2,0,0,0,0,2,0,0,63,2,0,183,234,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,1076,860,0,0,0,543,1,115,0,0,0,41,0,0,4,0,0,0,0,97,0,729,0,9,0,246,0,0,0,10,0,243,0,0,9,0,2,509,68,0,143,0,3,3128,0,1,0,0,0
"SRR9671512",6,0,0,0,1,0,0,0,0,0,0,28596,0,1,0,0,0,40,0,0,0,3,0,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,3,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,95,0,0,0,0,4,0,0,1,0,0,392,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1605,0,2227,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,107,0,0,0
