"SRR9671513",187,0,0,10,45,47,0,1,1,0,26,39,6,0,0,0,0,16,35,89,10,2,0,0,2,30,30,309,0,0,3,0,10,0,0,10,0,2,0,0,609,15,0,7,0,3,9,317,0,1147,3,2266,0,0,0,49,8,15,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,369,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,172,222,2372,0,0,0,1,10,0,0,266,0,0,12290,393,0,0,73,0,9,0,9,0,0,3,30,0,0,0,0,0,5,0,0,6,0,0,12,0,2,0,0,0,0,0,4,72,121,842,17,5,0,2,0,0,176,4,0,39,0,0,37,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,28,0,55,0,0,0,0,0,0,0,1,0,19,0,0,1,15,0,30,0,0,0,9,425,3,0,0,9,12,0,0,73,0,0,0,4,4,2,0,2,0,0,0,1,0,5,0,9,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,8,0,0,2416,253,0,5,0,40,0,0,0,0,187,0,4,0,0,9,3,0,0,742,11,1896,12,0,0,23,1,0,8,32,0,70,0,0,648,3,0,0,0,0,0,0,0,1436,0,0,21,0,0
"SRR9671514",1,0,10,0,41,10,0,0,32,0,3,22,48,56,0,17,0,10706,3661,0,3,92,0,8,0,0,0,22,44,0,0,0,0,0,0,0,21,0,0,0,40,0,0,0,5,639,0,21,0,227,0,227,19,0,9,14,0,6,0,0,9,0,0,0,2,0,0,4,0,0,0,0,0,15,10,0,0,0,2,4,3,2,64,0,0,5,14,25,0,5,0,0,15,14,0,0,0,82,0,13,11,0,0,15,2,210,0,0,1,27,0,153,12,0,0,74,0,0,2,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,3,0,92,0,0,2,27,0,0,0,0,3,15,1,0,0,32,12,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,279,0,2,0,0,4,37,219,0,32,0,0,0,20,0,374,12,608,0,0,224,0,0,0,7,0,0,0,0,11,0,4,0,5,14,10,4,1,0,27,0,0,0,0,0,0,0,0,0,2,231,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,18,2,5,0,0,0,0,25,1930,5,0,0,0,0,1,0,7,441,0,0,20,11,0,35,0,61,0,0,53,9,9,6,0,0,0,0,3,21,0,3219,0,145,0,0,0,0,39,0,0,8,0,0,0,3,18,0,0,29,0,0,13,0,0,1686,0,2431,0,0,139
"SRR9671515",1,0,0,2,191,1,0,1,130,2,0,121,30,0,0,0,9,22,0,0,0,2894,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,1,0,199,5,1210,23,660,0,0,0,119,2,0,70,0,0,2,7,0,0,0,0,13,0,0,0,0,0,1198,0,0,0,0,0,358,0,16,413,0,2,0,652,0,0,0,0,5,0,0,84,523,0,28,0,0,5,0,0,0,0,0,0,0,15,876,0,12,0,0,0,9631,0,0,8,11,0,0,0,6,0,0,0,0,504,0,0,3,0,1,0,1,1,106,0,0,1,6,0,0,6,10,120,1,0,0,744,0,0,449,4,0,10,0,198,71,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1751,56,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,26,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,121,4,0,0,0,0,0,0,0,0,116,3,0,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,328,3127,0,4,0,125,0,0,0,0,18,0,0,0,0,0,3,0,0,74,0,368,0,6,0,1,0,0,0,9,0,173,0,65,6,0,0,6,6,0,8,0,2,3091,0,259,0,0,0
"SRR9671516",33,0,0,0,591,3,0,0,468,0,103,182,1079,0,0,0,0,91,76,0,0,3078,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,4562,0,0,0,0,0,0,203,0,89,0,3765,0,0,0,1149,0,2,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,335,3,0,2,35,0,2,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,32,0,0,61,1525,0,67,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,140,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,6,51,0,0,0,0,0,0,0,828,72,0,240,0,26,144,0,0,99,0,0,0,5,0,0,0,0,0,0,0,28,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,3,0,0,5,0,0,0,0,0,0,0,3,79,0,0,0,297,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,6,134,0,4,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,673,0,1760,0,0,0,0,2,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,675,0,46,0,0,0
"SRR9671517",9,55,7,32,284,22,44,0,68,0,0,20,254,0,0,0,0,25,5,239,0,113,0,847,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,101,14,0,0,0,2,0,1926,0,679,0,1701,0,0,0,47,9,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,465,0,152,0,0,3,0,464,0,0,0,0,0,0,0,0,0,0,2457,5,51,31,0,0,0,0,248,28,0,4,186,0,12765,0,0,0,557,0,0,8,6,0,0,0,9,0,0,0,0,338,2,0,0,0,0,0,0,0,0,0,0,1705,59,0,0,428,78,19,1,0,0,0,0,0,145,4,0,26,0,9,59,26,0,7,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,709,0,0,0,0,0,0,0,60,7,4,0,0,0,6,0,139,0,0,0,10,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,88,0,0,0,0,0,0,0,241,687,0,0,0,137,0,0,0,0,154,0,0,0,0,0,0,0,0,29,0,2902,0,0,4,0,0,0,0,2,0,0,0,0,144,0,0,81,3,0,274,0,15,968,0,9,0,0,0
"SRR9671518",5,0,20,0,1554,2,0,0,52,0,0,93,106,0,0,0,0,18,14,46,0,0,0,12,0,0,0,60,0,32,0,0,2,0,0,0,0,0,0,0,1880,0,0,0,0,3,2,772,17,1955,7,1972,0,0,0,60,0,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,837,0,2,0,0,0,0,21,0,0,0,0,0,0,0,76,0,0,455,4,6,4,0,7,0,0,6,0,0,10,546,0,12,2,0,0,6998,0,0,10,0,0,0,0,4,0,1,0,0,175,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,1,7,1,0,0,0,36,0,0,158,0,0,0,0,4,38,0,0,1,8,0,0,5,0,0,0,0,0,0,0,222,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,8,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151,138,0,1,0,57,0,0,0,0,7,0,0,0,0,0,4,0,0,285,0,1098,0,0,0,0,0,0,0,57,0,0,0,0,2,0,0,2,6,0,7,0,0,2249,0,24,0,0,0
"SRR9671519",16,43,0,34,143,20,0,0,12,0,0,80,404,0,3,0,0,22,16,69,0,113,0,402,0,0,0,200,0,10,0,0,0,0,12,0,0,0,0,0,14,1,0,0,0,9,0,213,0,869,103,462,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,145,0,0,3,0,0,101,0,5,936,0,3,0,1,0,0,0,0,2,0,0,123,393,0,167,7,6,53,3,0,0,3,1,0,0,25,1,0,141,1,0,0,131,0,0,15,3,0,0,0,6,0,0,0,0,72,29,0,0,0,26,0,0,0,0,0,0,1,15,0,0,99,16,14,1,0,0,27,0,0,519,8,0,0,0,0,14,4,0,0,180,1,1,210,0,1,0,0,0,0,0,16645,0,842,0,0,0,0,15,0,0,38,0,0,0,0,0,9,0,2,55,0,0,0,12,0,0,9,0,0,0,4,0,3,0,6,0,0,0,0,0,2,0,27,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,56,0,0,0,0,37,0,0,344,710,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,0,628,0,0,0,1,0,0,0,0,0,11,0,0,118,0,0,43,0,0,7,0,0,2447,0,1,0,0,0
"SRR9671520",1,17,5,0,390,1,180,16,4,0,92,0,583,1,0,0,2,10,6,0,0,3625,0,1,0,0,0,75,0,32,27,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,149,7,16,7,1206,0,0,0,144,7,1,5,0,0,2,0,0,0,0,2,0,1555,0,0,0,6,561,0,0,0,0,0,85,0,0,70,0,0,0,977,0,0,0,0,0,0,0,49,0,2,368,6,0,2,0,0,0,0,0,0,0,5,5,0,3,0,0,0,1980,0,0,38,4,1,0,0,6,0,0,0,0,177,5,0,7,0,2,0,0,0,0,0,0,249,8,0,0,1,103,183,0,0,0,4,0,0,263,5,0,31,0,7,439,0,0,8,14,0,0,0,3,0,0,0,0,0,0,184,0,5,0,0,0,0,38,0,1,3,0,0,0,0,0,0,0,0,85,0,0,0,47,0,0,686,0,0,0,4,0,0,0,1,0,7,0,0,0,6,0,59,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,48,615,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,206,1065,0,1,0,166,0,0,0,0,0,0,0,0,5,0,135,0,0,279,0,3395,0,11,0,0,0,0,0,0,0,82,0,0,33,0,0,543,10,0,74,0,0,1130,0,1,0,0,0
"SRR9671521",0,17,107,1,143,0,2,164,102,8,33,0,39,0,1,0,0,5,14,8,0,1081,0,191,0,0,0,402,0,2,0,0,0,0,2,0,0,0,0,0,32,4,0,0,0,7,0,878,56,283,5,1099,0,0,0,184,2,1497,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,532,0,0,7,14,0,63,0,13,48,0,0,0,627,0,0,0,0,0,0,0,69,241,0,114,0,0,0,0,0,0,2,0,0,0,0,47,0,311,0,0,0,4402,0,0,5,8,0,0,0,2,0,0,0,0,98,0,0,2,0,3,0,0,0,0,3,0,575,3,0,2,3,21,23,25,0,0,2,0,0,156,65,0,55,0,18,539,13,0,21,71,3,0,15,0,1,0,0,0,0,0,535,0,6,0,0,0,0,5,0,0,73,0,0,0,0,0,0,0,0,66,0,0,0,132,0,0,435,0,0,0,20,0,0,0,57,6,6,0,0,0,5,0,103,3,0,0,0,0,0,0,0,0,0,0,0,323,3,0,1,1554,0,0,0,0,0,0,0,3,0,0,1,8,0,0,0,0,1,0,0,149,749,0,23,0,156,2,0,0,0,0,0,0,0,2,0,0,0,0,2454,0,2592,0,10,0,0,0,0,0,0,0,15,0,0,5,0,0,1258,106,0,299,0,23,3561,0,65,0,0,0
"SRR9671522",4,16,8,0,138,2,0,0,0,0,0,57,596,1,0,0,0,8,32,40,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,7,0,27,0,818,2,1820,0,0,0,449,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,3,0,1,228,0,0,0,37,7,0,0,0,0,0,0,0,1,0,609,0,6,0,0,0,0,1,1596,0,0,3,185,0,8017,5,0,0,673,0,3,7,0,0,0,0,4,0,0,0,0,203,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,0,729,0,0,29,0,0,0,0,5,0,0,0,6,0,0,0,2,55,0,3,0,0,0,1,44,0,49,0,0,0,0,25,0,1,2,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,533,81,0,0,3,0,0,0,4,0,34,3,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,687,0,25,0,537,0,0,0,0,37,0,0,0,10,0,5,0,0,829,0,5352,0,0,0,0,0,0,0,12,0,0,0,74,11,0,0,1,0,0,0,0,0,1172,0,97,0,0,77
"SRR9671523",0,0,0,0,252,3,0,0,0,0,34,114,696,0,0,0,0,14,9,62,0,1056,0,0,0,0,0,10,0,3,0,0,0,0,0,0,1,0,0,0,294,0,0,0,0,0,1,35,0,10,7,1356,0,0,0,117,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,1,0,1,22,6,0,0,113,0,0,0,0,0,0,0,64,0,0,49,0,0,2,0,0,0,0,1,0,0,20,90,0,14045,0,0,0,2112,0,11,1,0,0,0,0,3,0,0,44,0,217,11,0,0,0,8,0,0,0,33,0,0,0,5,0,0,0,15,0,0,0,0,95,0,0,399,14,0,14,0,156,69,6,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,21,0,1358,7,0,0,1,0,0,0,0,0,83,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,392,0,12,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,213,0,1196,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,0,0,0,0,0,1153,0,65,0,0,0
"SRR9671524",7,0,82,0,542,2,48,1,64,0,0,51,367,9,0,0,943,81,10,0,0,2553,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,1,0,190,1,472,92,2404,0,0,0,206,0,135,95,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,113,0,1,0,237,0,0,0,0,0,0,0,0,483,0,402,0,26,8,0,0,0,2,0,0,0,23,750,0,15,0,0,0,5615,0,6,0,0,0,0,0,14,0,5,0,0,421,22,0,0,0,12,0,0,5,71,0,0,0,12,0,0,2,33,232,1,0,0,1,0,0,656,37,0,0,0,82,154,7,0,4,1,0,0,0,0,0,0,3,0,0,0,512,0,0,0,0,0,0,0,2,1235,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,172,0,0,2,105,0,0,0,1289,0,0,0,0,0,0,0,11,0,0,0,1,0,0,8,0,0,0,0,1882,152,0,3,0,194,0,0,0,0,2,0,0,0,45,0,4,0,0,431,0,696,0,11,0,241,1,0,0,20,0,187,3,101,114,0,0,0,0,0,0,0,0,1477,0,252,0,0,1
"SRR9671525",115,26,58,57,944,3,492,42,0,0,88,2,948,0,0,0,0,44,0,175,0,191,0,37,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,1063,121,2,11,839,0,0,0,11,18,0,1,0,5,11,0,0,0,0,9,0,0,0,0,15,0,784,0,0,0,0,0,1030,0,76,4848,0,0,0,138,4,0,0,0,0,0,0,0,148,0,1123,43,3,73,0,0,0,0,0,0,0,0,1045,0,3,0,0,0,376,0,6,122,0,0,0,0,10,0,0,0,0,68,0,0,0,0,2,0,2,0,0,0,0,0,5,0,8,10,157,2045,2,0,0,0,0,0,5,33,0,67,0,2,59,43,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,6,0,0,246,0,0,0,3,0,0,0,2,1,3,0,0,0,2,1,49,0,0,15,0,0,0,0,0,0,0,0,0,3,4,0,29,33,0,0,0,5,0,0,0,8,0,0,0,0,0,0,13,0,2,0,0,632,532,0,1,0,157,5,0,0,0,2,0,0,0,43,0,0,0,8,26,0,4469,0,0,0,31,0,0,0,6,0,30,0,0,132,0,0,790,20,0,132,0,0,3840,0,1,0,0,0
"SRR9671526",2,0,311,4,376,0,613,11,94,29,59,0,211,0,0,0,0,3,0,53,0,912,0,113,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,574,16,0,0,0,0,0,901,312,0,7,1220,0,0,0,74,35,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,411,0,0,0,0,0,87,0,2,40,0,0,0,3253,0,0,0,0,0,0,0,0,1227,0,259,0,0,4,0,0,0,0,1,0,0,11,232,0,7,0,0,0,433,0,1,19,0,0,0,0,0,0,0,0,0,183,0,0,4,6,0,0,1,0,0,0,0,0,4,0,0,2,81,0,3,0,0,0,0,0,125,33,0,11,0,9,375,48,0,6,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,3,0,0,276,0,0,0,22,0,0,0,2,0,18,0,0,0,0,0,45,0,0,262,7,0,0,0,0,0,0,0,0,66,1,0,25,8944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,894,0,2,0,406,0,18,0,0,0,0,0,0,0,0,58,0,0,59,0,915,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,342,17,0,358,0,2,2244,0,1,0,0,0
"SRR9671527",7,0,0,8,93,0,15,0,13,0,0,0,1,0,0,0,0,13,0,0,0,2,0,0,0,0,0,280,0,16,45,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3324,9,8614,16,1105,0,0,0,197,70,0,28,0,0,0,0,0,0,0,3,0,36,0,0,0,4,737,0,0,0,0,0,1,0,6,161,0,14,0,18,0,0,0,0,0,0,0,136,118,0,24,0,14,11,0,0,0,0,28,0,0,0,5,0,148,0,0,0,2434,0,0,7,0,0,0,0,16,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,136,4,0,4,0,65,14,42,0,0,0,0,0,54,0,0,4,0,1,57,0,0,2,0,3,0,37,0,0,0,0,0,0,0,3685,0,5018,0,0,0,0,0,1,0,17,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,218,0,0,0,118,0,0,0,37,0,7,0,0,0,0,0,513,0,0,0,9,0,0,0,0,0,0,0,0,59,0,0,17,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,82,73,0,0,0,31,0,2,0,0,0,0,0,0,16,0,0,0,0,17,0,495,0,0,0,1,0,0,0,1,0,0,0,0,94,0,0,235,2,0,39,0,0,1250,0,0,0,0,0
"SRR9671528",1484,0,0,11,2,0,0,0,0,0,0,2,0,0,0,0,0,55,0,0,0,0,0,19599,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,0,233,0,334,0,1511,0,0,0,36,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,666,246,0,0,0,0,3529,0,0,4647,0,0,241,115,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9,3,102,0,0,0,2,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,0,7,0,0,10,0,0,0,2943,0,0,0,0,2,0,0,29,167,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,67,0,0,1,0,0,0,0,0,457,0,0,0,0,0
"SRR9671529",2,1,39,2,100,0,0,0,9,0,20,5,614,0,0,0,0,11,0,35,0,1031,0,6,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,153,7,0,0,0,0,0,6437,184,145,28,608,0,0,0,486,42,1390,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,96,0,0,0,0,0,0,0,26,0,0,89,0,4,8,0,0,0,0,1,0,0,3,141,0,422,0,0,0,12338,0,3,3,14,0,0,0,9,0,0,0,0,160,6,0,29,0,4,0,3,0,0,0,0,0,11,0,0,2,39,0,23,0,0,5,0,0,97,15,0,11,0,0,91,0,0,3,108,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,140,0,0,0,17,0,0,0,0,0,0,65,0,0,0,50,0,17,0,0,0,0,0,68,0,0,53,1,1,0,0,0,0,0,0,1,88,0,0,0,0,0,467,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,15,325,0,2,0,28,0,0,0,0,0,0,0,0,0,0,2,0,4,77,0,2874,0,27,0,0,0,0,0,12,0,0,0,214,54,0,0,1032,31,0,13,0,0,1337,0,2,0,0,0
"SRR9671530",3,0,54,10,278,0,0,121,12,1,0,4,32,0,0,0,0,92,20,2,0,3323,0,9,0,0,0,15,3,0,0,0,0,0,12,0,0,0,0,0,667,91,0,0,0,2,0,85,0,188,53,1651,0,0,0,998,0,3,248,0,0,3,0,0,0,0,0,58,0,0,0,0,0,48,0,0,0,0,0,2,0,27,0,0,0,0,449,0,4,0,0,0,0,0,0,0,0,160,2,32,51,0,0,0,0,0,0,0,8,254,0,196,0,0,0,374,0,0,19,0,6,0,0,576,0,64,0,0,1430,0,0,8,0,3,0,12,0,0,0,0,4478,0,70,0,73,125,0,148,0,0,5,0,0,138,99,0,7,0,110,832,58,0,21,0,0,0,8,0,2,0,0,0,0,0,31,0,7,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,704,0,0,0,27,0,0,1097,0,0,0,0,0,0,0,142,2,0,0,0,0,26,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,2,0,0,0,16,0,0,3,0,0,0,4,0,0,0,0,1,63,0,0,0,2275,0,5,2,0,0,0,0,0,0,0,6,0,0,64,0,194,0,15,0,64,2,0,0,45,0,10,0,67,69,0,0,329,118,0,348,0,11,7662,0,0,0,0,0
"SRR9671531",676,0,0,117,0,15,0,0,10,0,0,1944,1,0,0,0,2,75,40,0,0,4,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,781,17,0,0,0,0,0,391,0,31,44,21385,0,0,0,11,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,5,0,0,0,0,0,2,0,10,0,0,0,0,4,14,0,0,0,7,0,0,603,39,0,0,0,388,453,0,0,0,0,2681,0,0,517,1,0,550,0,0,0,27,0,0,324,0,0,6,0,1,0,0,0,0,1,2,0,0,1,19,0,22,0,0,0,0,1,30,0,0,287,75,22,0,0,0,2,0,0,984,45,0,0,0,0,0,0,0,1,0,0,0,0,27,5,0,0,0,0,11,7,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,13,0,0,0,0,2,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,27,1,0,0,0,10,0,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,93,0,0,8,2,0,1,0,1,0,0,1,0,800,0,0,0,9,0,40,0,15,203,0,3,0,2,0,0,0,0,0,38,0,0,285,0,397,0,0,0,4,0,4,0,0,1174,0,2,0,0,0
